id,citations_wos,citations_all,open_access,year,language
WOS:000663932800001,4,4,"Green Accepted, Green Published, gold",2021,English
WOS:000663932800002,27,27,"Green Published, gold",2021,English
WOS:000663932800003,12,23,"Green Published, gold",2021,English
WOS:000663932800004,4,4,"Green Published, gold",2021,English
WOS:000663932800009,6,7,"Green Published, gold",2021,English
WOS:000663932800010,29,32,"gold, Green Published",2021,English
WOS:000663932800011,1,3,"gold, Green Published",2021,English
WOS:000664002200001,5,5,,2021,English
WOS:000664002200002,18,18,,2021,English
WOS:000664015100001,30,31,Bronze,2021,English
WOS:000664015100006,44,45,,2021,English
WOS:000664021300001,9,11,,2021,English
WOS:000664021300002,6,6,,2021,English
WOS:000664021300003,4,5,,2021,English
WOS:000664021300004,6,6,,2021,English
WOS:000664021300005,5,5,,2021,English
WOS:000664021300006,1,1,,2021,English
WOS:000664021300007,0,0,,2021,English
WOS:000664021300008,5,7,,2021,English
WOS:000664098600001,3,3,Green Submitted,2021,English
WOS:000664103300001,29,29,,2022,English
WOS:000664113300001,2,2,,2021,English
WOS:000664125300001,14,14,,2022,English
WOS:000664144200001,1,1,,2022,English
WOS:000664144700001,1,1,,2021,English
WOS:000664147300001,10,11,"hybrid, Green Published",2021,English
WOS:000664147800001,4,4,Green Accepted,2022,English
WOS:000664166100001,4,4,,2021,English
WOS:000664167400001,2,2,,2021,English
WOS:000664172200001,13,14,,2023,English
WOS:000664173300001,4,4,Green Published,2021,English
WOS:000664353700001,2,2,,2022,English
WOS:000664358300001,26,29,,2022,English
WOS:000664448900001,1,1,,2021,English
WOS:000664566300001,8,8,"hybrid, Green Published",2021,English
WOS:000664580100001,4,4,,2022,English
WOS:000664690300001,5,5,,2021,English
WOS:000664690400001,23,23,Green Accepted,2021,English
WOS:000664694800001,1,1,,2021,English
WOS:000664695900001,2,2,,2022,English
WOS:000664701000001,0,0,,2021,English
WOS:000664709400001,6,6,,2022,English
WOS:000664793100001,2,2,Green Accepted,2021,English
WOS:000664793100002,13,14,,2021,English
WOS:000664849100001,9,9,,2021,English
WOS:000664849100002,14,14,hybrid,2021,English
WOS:000664849500001,2,3,,2021,English
WOS:000664849500002,8,9,,2021,English
WOS:000664849500003,17,18,"hybrid, Green Published",2021,English
WOS:000664849500004,5,5,,2021,English
WOS:000664849500005,5,5,,2021,English
WOS:000664849500006,6,6,,2021,English
WOS:000664849500007,10,10,,2021,English
WOS:000664849500008,9,10,"hybrid, Green Submitted",2021,English
WOS:000664849500009,6,6,,2021,English
WOS:000664849500010,5,5,"hybrid, Green Published",2021,English
WOS:000664849500011,25,25,,2021,English
WOS:000664849500012,3,3,hybrid,2021,English
WOS:000664849500013,95,100,"Green Submitted, hybrid, Green Published",2021,English
WOS:000664849500014,12,12,"Bronze, Green Published",2021,English
WOS:000664849500015,13,14,"Green Published, hybrid",2021,English
WOS:000664849500016,3,3,,2021,English
WOS:000664849500017,1,1,,2021,English
WOS:000664849500019,26,29,,2021,English
WOS:000664849500020,15,15,"hybrid, Green Published",2021,English
WOS:000664849500021,3,3,,2021,English
WOS:000664849500022,3,3,,2021,English
WOS:000664849500023,4,4,,2021,English
WOS:000664910900001,5,5,,2021,English
WOS:000664917500002,1,1,,2021,English
WOS:000665040400001,9,10,,2021,English
WOS:000665040400002,10,14,,2021,English
WOS:000665040400003,3,3,,2021,English
WOS:000665040400004,1,2,Bronze,2021,English
WOS:000665040400005,0,1,Green Submitted,2021,English
WOS:000665063600001,4,4,,2022,English
WOS:000665069900001,5,5,Green Submitted,2021,English
WOS:000665210800001,3,3,hybrid,2021,English
WOS:000665217800001,0,0,,2021,English
WOS:000665218700001,8,8,,2023,English
WOS:000665220300001,0,0,hybrid,2021,English
WOS:000665230000001,0,0,,2022,English
WOS:000665235500001,8,9,,2022,English
WOS:000665238700001,2,2,hybrid,2021,English
WOS:000665238800001,0,0,,2022,English
WOS:000665239400001,8,9,,2022,English
WOS:000665245900001,5,6,,2022,English
WOS:000665247100001,0,0,,2022,English
WOS:000665248100001,1,2,,2022,English
WOS:000665289000001,4,3,"gold, Green Published",2021,English
WOS:000665334800001,16,16,"gold, Green Published",2021,English
WOS:000665409200001,4,4,gold,2021,English
WOS:000665424500001,53,55,gold,2021,English
WOS:000665427500001,0,0,"gold, Green Published",2021,English
WOS:000665441900001,18,19,"gold, Green Published",2021,English
WOS:000665517700001,2,2,"Green Published, gold",2021,English
WOS:000665552000001,4,4,,2021,English
WOS:000665595600001,7,7,gold,2021,English
WOS:000665602000001,20,20,,2022,English
WOS:000665611900001,3,3,gold,2021,English
WOS:000665683000002,44,44,,2021,English
WOS:000665683000003,2,2,,2021,English
WOS:000665683000004,3,3,,2021,English
WOS:000665683000005,2,2,,2021,English
WOS:000665683000006,6,7,"hybrid, Green Published",2021,English
WOS:000665683000007,13,13,,2021,English
WOS:000665684200001,19,22,Green Published,2022,English
WOS:000665719100001,5,5,,2022,English
WOS:000665809600002,3,3,,2021,English
WOS:000665809600003,4,4,,2021,English
WOS:000665809600004,2,2,,2021,English
WOS:000665809600005,2,2,,2021,English
WOS:000666584200001,11,13,,2022,English
WOS:000666593900001,2,2,,2022,English
WOS:000666595600001,2,2,,2021,English
WOS:000666595700001,0,0,,2021,English
WOS:000666606400001,4,4,"hybrid, Green Published",2021,English
WOS:000666607300001,8,8,,2021,English
WOS:000666608000001,5,5,,2021,English
WOS:000666615600001,8,8,Green Submitted,2021,English
WOS:000666616500001,0,0,,2021,English
WOS:000666616900001,2,2,,2022,English
WOS:000666619200001,11,11,"Green Published, Green Accepted, hybrid",2021,English
WOS:000666627100001,14,15,"Green Published, hybrid",2021,English
WOS:000666627200001,2,3,"Bronze, Green Submitted",2021,English
WOS:000667330200001,0,0,,2021,English
WOS:000667330400001,20,20,,2022,English
WOS:000667339400001,5,5,,2022,English
WOS:000667349700001,5,5,,2023,English
WOS:000667378200001,15,18,,2021,English
WOS:000667505300001,18,19,"hybrid, Green Published",2022,English
WOS:000667522800001,16,16,,2022,English
WOS:000667542600001,8,8,"hybrid, Green Published",2022,English
WOS:000667821300001,50,51,,2022,English
WOS:000667821500001,59,62,,2022,English
WOS:000667856700001,10,12,,2022,English
WOS:000667859600001,6,6,,2022,English
WOS:000667864700001,1,1,,2022,English
WOS:000667915400001,3,3,,2023,English
WOS:000668034000001,18,19,,2021,English
WOS:000668202500001,11,14,"hybrid, Green Published",2021,English
WOS:000668202500002,25,27,"Green Published, hybrid, Green Accepted",2021,English
WOS:000668202500004,29,31,,2021,English
WOS:000668202500005,16,19,,2021,English
WOS:000668202500006,14,14,"Green Published, hybrid",2021,English
WOS:000668202500007,5,5,,2021,English
WOS:000668202500008,11,13,,2021,English
WOS:000668202500009,15,15,hybrid,2021,English
WOS:000668202500010,23,27,,2021,English
WOS:000668208100001,3,3,Green Accepted,2021,English
WOS:000668208100002,1,1,,2021,English
WOS:000668208100003,0,0,,2021,English
WOS:000668208100004,1,1,,2021,English
WOS:000668208100005,2,2,Bronze,2021,English
WOS:000668276700001,10,10,,2021,English
WOS:000668280700001,0,0,,2023,English
WOS:000668281300004,2,2,,2021,English
WOS:000668281300006,1,1,,2021,English
WOS:000668281300007,240,259,"Bronze, Green Published",2021,English
WOS:000668363800001,26,27,Green Submitted,2022,English
WOS:000668393100001,9,11,"hybrid, Green Accepted",2021,English
WOS:000668393200001,7,7,,2021,English
WOS:000668393200002,10,11,,2021,English
WOS:000668393200003,8,8,,2021,English
WOS:000668393200004,8,8,,2022,English
WOS:000668393200005,15,15,,2021,English
WOS:000668393200006,6,7,,2021,English
WOS:000668403700001,15,17,"hybrid, Green Published",2021,English
WOS:000668413600007,21,21,Bronze,2021,English
WOS:000668413600010,8,8,Bronze,2021,English
WOS:000668413600012,2,2,"Bronze, Green Submitted",2021,English
WOS:000668413600013,0,0,Bronze,2021,English
WOS:000668413600014,5,5,"Green Submitted, Bronze",2021,English
WOS:000668413600015,2,2,Bronze,2021,English
WOS:000668413600019,7,9,"Bronze, Green Submitted",2021,English
WOS:000668443100002,4,4,,2021,English
WOS:000668443100003,3,4,,2021,English
WOS:000668443100004,2,3,,2021,English
WOS:000668443100005,3,3,,2021,English
WOS:000668443100006,8,8,,2021,English
WOS:000668443100007,6,10,,2021,English
WOS:000668443100008,5,5,,2021,English
WOS:000668534700001,1,1,"Green Published, gold",2021,English
WOS:000668535500001,13,13,"Green Submitted, gold",2021,English
WOS:000668570900006,0,0,,2021,English
WOS:000668639400003,1,1,,2021,English
WOS:000668639400004,10,18,,2021,English
WOS:000668639400005,2,2,,2021,English
WOS:000668639400006,4,4,,2021,English
WOS:000668639400007,2,2,,2021,English
WOS:000668639400008,12,12,,2021,English
WOS:000668673500001,5,6,"Green Accepted, hybrid, Green Published",2021,English
WOS:000668778500001,4,4,Green Accepted,2021,English
WOS:000668792100001,17,17,,2022,English
WOS:000668816300001,3,3,,2021,English
WOS:000668825900001,2,2,,2022,English
WOS:000668838500001,66,67,"Green Published, hybrid",2022,English
WOS:000668918200001,14,17,,2022,English
WOS:000669173100002,23,24,"Green Published, hybrid",2021,English
WOS:000669240800001,2,2,,2021,English
WOS:000669323800001,4,5,,2023,English
WOS:000669326200001,4,4,"hybrid, Green Published",2022,English
WOS:000669328600001,1,1,,2022,English
WOS:000669330600001,3,3,,2023,English
WOS:000669332100001,0,0,Green Accepted,2023,English
WOS:000669335900001,11,12,,2022,English
WOS:000669350800005,2,2,,2021,English
WOS:000669350800008,0,0,,2021,English
WOS:000669354100001,11,11,,2022,English
WOS:000669408100001,2,2,,2021,English
WOS:000669408100002,12,12,,2021,English
WOS:000669408100003,5,5,,2021,English
WOS:000669503200003,1,1,"Green Submitted, Green Published, gold",2021,English
WOS:000669520300001,26,27,,2022,English
WOS:000669521300001,4,5,,2021,English
WOS:000669521900002,0,0,,2021,English
WOS:000669521900003,2,3,,2021,English
WOS:000669521900004,0,1,,2021,English
WOS:000669521900005,1,2,,2021,English
WOS:000669521900006,6,6,,2021,English
WOS:000669521900007,0,0,,2021,English
WOS:000669521900008,1,1,,2021,English
WOS:000669521900009,0,0,,2021,English
WOS:000669521900010,3,3,,2021,English
WOS:000669521900011,6,6,,2021,English
WOS:000669521900012,1,1,,2021,English
WOS:000669523500001,38,38,,2022,English
WOS:000669527000001,5,5,,2021,English
WOS:000669539900001,10,10,,2022,English
WOS:000669540500001,3,3,,2022,English
WOS:000669543600001,3,3,,2022,English
WOS:000669544200001,4,4,,2021,English
WOS:000669554700001,13,14,,2022,English
WOS:000669555000001,5,5,,2022,English
WOS:000669555400001,8,8,,2022,English
WOS:000669555600001,0,0,,2021,English
WOS:000669566300001,14,14,,2022,English
WOS:000669594600001,21,22,,2023,English
WOS:000669595000001,19,19,,2021,English
WOS:000669598500001,7,7,,2022,English
WOS:000669616200001,3,3,,2022,English
WOS:000669787300001,11,11,,2021,English
WOS:000669789300001,15,16,,2022,English
WOS:000669832000001,11,16,,2021,English
WOS:000669832000002,13,13,"Green Published, Bronze",2021,English
WOS:000669900900001,3,3,hybrid,2021,English
WOS:000669900900002,0,0,,2021,English
WOS:000669900900003,1,1,,2021,English
WOS:000669900900004,0,0,,2021,English
WOS:000669900900005,2,2,,2021,English
WOS:000669900900006,11,11,,2021,English
WOS:000669900900007,1,1,,2021,English
WOS:000669900900008,3,3,,2021,English
WOS:000669900900009,5,5,,2021,English
WOS:000669900900010,2,2,,2021,English
WOS:000669900900011,3,3,,2021,English
WOS:000669900900012,1,1,,2021,English
WOS:000669900900013,2,2,,2021,English
WOS:000669953700001,0,0,,2021,English
WOS:000669953900001,2,2,hybrid,2022,English
WOS:000669969900001,4,4,,2022,English
WOS:000669984800001,1,1,,2021,English
WOS:000669994400001,12,12,,2022,English
WOS:000669994900001,53,53,,2022,English
WOS:000670015600001,3,3,,2021,English
WOS:000670086600001,6,11,Green Published,2021,English
WOS:000670095900001,8,9,,2021,English
WOS:000670095900002,1,1,,2021,English
WOS:000670095900003,1,1,,2021,English
WOS:000670095900004,4,5,,2021,English
WOS:000670197100001,23,26,hybrid,2021,English
WOS:000670197100002,1,1,,2021,English
WOS:000670197100003,1,1,hybrid,2021,English
WOS:000670197100004,0,0,,2021,English
WOS:000670197100005,0,0,,2021,English
WOS:000670197100006,0,0,,2021,English
WOS:000670339100001,3,3,,2022,English
WOS:000670364500001,2,2,,2021,English
WOS:000670364500002,47,50,,2021,English
WOS:000670364500003,2,2,,2021,English
WOS:000670364500004,7,7,,2021,English
WOS:000670364500005,2,2,,2021,English
WOS:000670364500006,1,2,,2021,English
WOS:000670378000001,1,1,,2023,English
WOS:000670391100001,9,10,,2022,English
WOS:000670392000001,18,18,,2022,English
WOS:000670392400001,21,22,,2021,English
WOS:000670392900001,33,33,Green Accepted,2023,English
WOS:000670397500001,2,2,,2021,English
WOS:000670397600001,2,2,,2022,English
WOS:000670398800001,1,1,,2022,English
WOS:000670400300001,0,0,,2023,English
WOS:000670400600001,8,8,,2021,English
WOS:000670402200001,10,11,Bronze,2021,English
WOS:000670410700001,2,3,,2021,English
WOS:000670410700002,0,0,,2021,English
WOS:000670410700003,3,4,,2021,English
WOS:000670410700004,1,1,,2021,English
WOS:000670410700005,0,0,,2021,English
WOS:000670410700006,0,0,,2021,English
WOS:000670410700007,1,1,,2021,English
WOS:000670410700008,0,0,,2021,English
WOS:000670410700009,0,0,,2021,English
WOS:000670411200001,5,5,,2021,English
WOS:000670454000001,3,3,,2021,English
WOS:000670456700001,22,25,Green Accepted,2022,English
WOS:000670462700001,8,8,,2023,English
WOS:000670587300001,3,3,,2022,English
WOS:000670613000001,7,9,,2022,English
WOS:000670660200001,15,15,,2022,English
WOS:000670663100002,5,7,,2021,English
WOS:000670663100003,4,5,,2021,English
WOS:000670663100004,2,2,,2021,English
WOS:000670663100005,1,3,Green Submitted,2021,English
WOS:000670663100006,7,7,,2021,English
WOS:000670663100007,6,7,,2021,English
WOS:000670683600001,1,1,Green Accepted,2021,English
WOS:000670735700001,5,5,Green Accepted,2021,English
WOS:000670737500001,16,17,"hybrid, Green Published, Green Accepted",2021,English
WOS:000670739300001,5,5,,2021,English
WOS:000670802000001,3,3,,2021,English
WOS:000671031900002,24,26,"Bronze, Green Published",2021,English
WOS:000671031900003,16,17,Green Published,2021,English
WOS:000671031900004,23,23,"hybrid, Green Published",2021,English
WOS:000671031900005,8,9,"Bronze, Green Published",2021,English
WOS:000671031900006,25,25,Green Published,2021,English
WOS:000671031900007,25,25,Green Published,2021,English
WOS:000671031900008,24,24,Green Published,2021,English
WOS:000671031900009,6,6,Green Published,2021,English
WOS:000671031900010,18,19,Green Published,2021,English
WOS:000671031900011,33,38,"hybrid, Green Submitted, Green Published",2021,English
WOS:000671031900012,8,8,Green Published,2021,English
WOS:000671031900013,17,17,Green Published,2021,English
WOS:000671031900014,15,15,"Green Submitted, Green Published",2021,English
WOS:000671031900015,19,19,"Green Submitted, Green Published, hybrid",2021,English
WOS:000671031900016,5,5,"Green Published, Bronze",2021,English
WOS:000671031900017,25,26,Green Published,2021,English
WOS:000671031900018,12,14,Green Published,2021,English
WOS:000671031900019,6,6,Green Published,2021,English
WOS:000671031900020,23,24,"hybrid, Green Published",2021,English
WOS:000671031900021,16,18,"Green Published, hybrid",2021,English
WOS:000671031900022,4,4,Green Published,2021,English
WOS:000671031900023,104,108,"hybrid, Green Published",2021,English
WOS:000671031900024,3,4,"Green Published, Bronze",2021,English
WOS:000671031900025,10,10,Green Published,2021,English
WOS:000671031900026,26,26,"Green Submitted, Green Published",2021,English
WOS:000671031900027,12,12,Green Published,2021,English
WOS:000671031900032,21,22,"hybrid, Green Published",2021,English
WOS:000671031900033,4,6,Green Published,2021,English
WOS:000671031900034,5,6,"Green Published, hybrid",2021,English
WOS:000671406500001,4,4,,2021,English
WOS:000671416300001,1,1,,2023,English
WOS:000671469300001,4,4,,2021,English
WOS:000671471600001,6,6,,2021,English
WOS:000671476000001,34,35,,2023,English
WOS:000671506000001,3,3,,2021,English
WOS:000671597800001,0,0,Green Submitted,2021,English
WOS:000671599100001,5,5,"Green Published, hybrid",2021,English
WOS:000671640200001,4,4,,2021,English
WOS:000671640200002,3,3,"hybrid, Green Published",2021,English
WOS:000671640200003,3,4,"Green Published, Bronze",2021,English
WOS:000671640200004,7,7,"hybrid, Green Submitted, Green Published",2021,English
WOS:000671640200005,4,4,"Green Published, hybrid",2021,English
WOS:000671640200006,6,6,hybrid,2021,English
WOS:000671640200007,67,71,hybrid,2021,English
WOS:000671640200008,7,9,,2021,English
WOS:000671640200009,11,11,,2021,English
WOS:000671720900001,9,9,,2021,English
WOS:000671938300001,5,5,,2021,English
WOS:000671939100001,6,6,Green Accepted,2022,English
WOS:000672011600001,6,7,,2022,English
WOS:000672055400001,4,4,"Green Published, hybrid",2023,English
WOS:000672082900001,5,5,Green Published,2022,English
WOS:000672168500001,13,14,"hybrid, Green Published",2022,English
WOS:000672169200001,22,22,Green Published,2022,English
WOS:000672183800001,7,10,,2022,English
WOS:000672206100001,18,18,Green Accepted,2022,English
WOS:000672443300001,4,4,Green Published,2022,English
WOS:000672497500001,4,6,,2021,English
WOS:000672498100001,4,5,,2022,English
WOS:000672498800001,7,7,,2022,English
WOS:000672540800056,0,0,,2021,English
WOS:000672540800058,0,0,,2021,English
WOS:000672637500001,16,16,,2023,English
WOS:000672640500001,8,8,"hybrid, Green Submitted",2021,English
WOS:000672649900001,4,4,,2021,English
WOS:000672660300001,17,17,,2023,English
WOS:000672660800001,1,2,,2021,English
WOS:000672663300001,20,20,Green Accepted,2021,English
WOS:000672665300001,35,40,,2023,English
WOS:000672674000001,4,4,,2021,English
WOS:000672692200001,6,6,,2022,English
WOS:000672693000001,30,32,,2022,English
WOS:000672693100001,4,4,,2022,English
WOS:000672735000001,1,1,,2022,English
WOS:000672739600001,16,16,,2023,English
WOS:000672779700001,1,1,Green Accepted,2022,English
WOS:000672782200001,5,5,"Green Submitted, hybrid",2021,English
WOS:000672782300001,5,5,,2021,English
WOS:000672783100001,1,1,,2021,English
WOS:000672783700001,10,10,,2021,English
WOS:000672786100001,1,1,,2022,English
WOS:000672787000001,8,9,,2022,English
WOS:000672787100001,2,3,,2022,English
WOS:000672789000001,2,3,,2022,English
WOS:000672795800002,4,5,,2021,English
WOS:000672795800003,4,4,,2021,English
WOS:000672795800004,2,2,,2021,English
WOS:000672795800005,1,3,,2021,English
WOS:000672795800006,1,1,,2021,English
WOS:000672795800007,1,1,,2021,English
WOS:000672835500001,6,7,hybrid,2021,English
WOS:000672841200001,3,3,,2021,English
WOS:000672850800001,5,5,,2022,English
WOS:000672851200001,11,11,,2022,English
WOS:000672851400001,11,12,,2022,English
WOS:000672853700001,6,6,,2022,English
WOS:000672889600001,11,11,hybrid,2022,English
WOS:000672891400001,0,0,,2022,English
WOS:000672896300001,7,8,,2023,English
WOS:000672957900001,7,7,"Green Accepted, Green Published, hybrid",2023,English
WOS:000672969800001,11,12,,2023,English
WOS:000673096200001,2,2,,2021,English
WOS:000673096200002,11,11,,2021,English
WOS:000673096200003,4,4,,2021,English
WOS:000673096200004,3,3,,2021,English
WOS:000673096200006,4,4,,2021,English
WOS:000673096200007,2,2,,2021,English
WOS:000673096200008,3,3,,2021,English
WOS:000673096200009,3,3,Green Submitted,2021,English
WOS:000673096200010,6,6,,2021,English
WOS:000673096200011,16,17,Green Accepted,2021,English
WOS:000673096200012,9,9,"Green Submitted, Green Accepted",2021,English
WOS:000673205000001,14,14,,2021,English
WOS:000673258800001,11,11,hybrid,2021,English
WOS:000673292400001,4,4,,2024,English
WOS:000673305300006,3,5,,2021,English
WOS:000673330500001,1,1,"hybrid, Green Published",2021,English
WOS:000673334100001,0,0,,2021,English
WOS:000673431500001,1,1,,2022,English
WOS:000673474200001,11,13,,2021,English
WOS:000673626300001,14,18,"Green Published, hybrid",2021,English
WOS:000673626500001,14,16,"Green Published, hybrid",2021,English
WOS:000673631300001,3,3,,2023,English
WOS:000673632200001,3,3,,2021,English
WOS:000673782300001,9,9,hybrid,2022,English
WOS:000673903200001,3,3,hybrid,2022,English
WOS:000673939400001,3,3,,2021,English
WOS:000674112400001,6,6,,2022,English
WOS:000674120400001,6,6,,2021,English
WOS:000674155300001,10,11,Bronze,2022,English
WOS:000674158600001,23,24,,2021,English
WOS:000674162400001,2,2,Green Submitted,2022,English
WOS:000674196400001,3,3,hybrid,2021,English
WOS:000674209000001,3,4,,2021,English
WOS:000674209000002,7,8,,2021,English
WOS:000674214800001,3,3,,2021,English
WOS:000674214800002,28,30,hybrid,2021,English
WOS:000674214800003,2,3,,2021,English
WOS:000674308600001,5,5,,2023,English
WOS:000674309400001,2,2,,2023,English
WOS:000674320600001,3,3,"Green Published, Green Accepted, Green Submitted",2022,English
WOS:000674324000001,10,10,,2022,English
WOS:000674343100001,2,2,hybrid,2022,English
WOS:000674356300001,35,35,hybrid,2022,English
WOS:000674539000001,13,13,,2021,English
WOS:000674539000002,4,4,,2021,English
WOS:000674664300001,10,10,,2023,English
WOS:000674665600001,3,3,Bronze,2022,English
WOS:000674668000001,14,14,,2022,English
WOS:000674683100001,51,54,,2022,English
WOS:000674687100001,12,12,Green Published,2024,English
WOS:000674690900001,6,6,,2021,English
WOS:000674824900001,7,9,,2022,English
WOS:000674963200001,7,7,,2022,English
WOS:000674965300001,15,15,gold,2021,English
WOS:000674965300002,12,12,gold,2021,English
WOS:000674965300003,13,13,gold,2021,English
WOS:000674965300004,13,13,gold,2021,English
WOS:000674965300006,29,29,"gold, Green Published",2021,English
WOS:000674965300007,11,11,gold,2021,English
WOS:000674965300008,19,19,gold,2021,English
WOS:000674965300009,26,28,gold,2021,English
WOS:000674965300010,7,7,Green Submitted,2021,English
WOS:000674965300011,14,14,"Green Accepted, gold",2021,English
WOS:000674965300012,10,10,gold,2021,English
WOS:000674965300013,2,2,gold,2021,English
WOS:000674965300014,13,13,gold,2021,English
WOS:000674965300015,2,2,"Green Submitted, gold",2021,English
WOS:000674965300017,8,9,gold,2021,English
WOS:000674965300018,6,8,gold,2021,English
WOS:000674965300019,16,16,gold,2021,English
WOS:000674965300020,5,7,gold,2021,English
WOS:000674965300021,6,6,gold,2021,English
WOS:000674965300022,1,1,gold,2021,English
WOS:000674965700001,8,9,gold,2021,English
WOS:000674965700002,14,14,gold,2021,English
WOS:000674965700003,11,12,gold,2021,English
WOS:000674965700004,24,24,"Green Published, gold",2021,English
WOS:000674965700005,13,13,gold,2021,English
WOS:000674965700006,18,18,,2021,English
WOS:000674965700007,9,9,gold,2021,English
WOS:000674965700008,13,13,gold,2021,English
WOS:000674965700009,26,27,gold,2021,English
WOS:000674965700010,17,17,gold,2021,English
WOS:000674965700011,32,33,gold,2021,English
WOS:000674965700012,5,6,gold,2021,English
WOS:000674965700013,10,10,gold,2021,English
WOS:000674965700014,10,11,gold,2021,English
WOS:000674966800001,0,0,,2021,English
WOS:000674968600001,23,23,gold,2022,English
WOS:000674972100001,11,12,,2022,English
WOS:000674976600001,15,15,,2022,English
WOS:000674983500001,4,4,,2021,English
WOS:000674992300001,7,7,,2023,English
WOS:000675002200001,1,1,Green Accepted,2022,English
WOS:000675002700001,12,12,,2021,English
WOS:000675003000001,0,0,,2022,English
WOS:000675033400001,5,5,hybrid,2022,English
WOS:000675078200001,13,13,"Green Submitted, Green Published",2021,English
WOS:000675079800001,12,12,Green Published,2022,English
WOS:000675116000001,11,11,,2021,English
WOS:000675150900001,13,13,,2022,English
WOS:000675286300001,7,10,,2021,English
WOS:000675322200001,6,7,gold,2021,English
WOS:000675393700001,23,23,,2021,English
WOS:000675425500001,7,7,,2023,English
WOS:000675450300001,5,6,,2021,English
WOS:000675452300001,2,2,,2022,English
WOS:000675460500001,37,37,,2022,English
WOS:000675491400001,21,22,,2021,English
WOS:000675491400002,6,6,,2021,English
WOS:000675491400003,1,1,,2021,English
WOS:000675491400004,39,39,,2021,English
WOS:000675491400005,28,28,,2021,English
WOS:000675491400006,17,18,,2021,English
WOS:000675491400007,42,44,Green Submitted,2021,English
WOS:000675491400008,8,8,,2021,English
WOS:000675491400009,75,81,,2021,English
WOS:000675491400010,11,11,,2021,English
WOS:000675564300001,1,1,Green Submitted,2022,English
WOS:000675573100001,6,6,,2022,English
WOS:000675645300001,0,0,,2021,English
WOS:000675652500001,0,0,,2022,English
WOS:000675654700001,5,5,,2023,English
WOS:000675655800001,1,1,,2023,English
WOS:000675681300001,3,3,,2021,English
WOS:000675684000001,4,4,Green Submitted,2023,English
WOS:000675697200001,0,0,hybrid,2023,English
WOS:000675702000001,2,2,Green Accepted,2021,English
WOS:000675716600001,6,6,Green Published,2023,English
WOS:000675716900001,18,19,,2021,English
WOS:000675735500001,13,13,hybrid,2022,English
WOS:000675789400001,17,18,,2021,English
WOS:000675867200001,7,7,Green Submitted,2021,English
WOS:000675887700001,3,3,,2022,English
WOS:000675893200001,2,2,,2021,English
WOS:000675894800001,9,10,,2022,English
WOS:000675895100001,35,35,Green Submitted,2023,English
WOS:000675895700001,9,9,,2021,English
WOS:000675934600001,20,20,,2022,English
WOS:000676039800001,5,7,,2021,English
WOS:000676088000001,3,3,hybrid,2021,English
WOS:000676112800001,5,5,,2023,English
WOS:000676129600001,7,7,,2023,English
WOS:000676807200001,0,0,,2021,English
WOS:000676808700001,9,14,Green Published,2021,English
WOS:000676811600001,2,4,Green Submitted,2021,English
WOS:000676828900001,4,4,,2023,English
WOS:000676859500001,3,3,hybrid,2023,English
WOS:000676872600001,4,5,,2023,English
WOS:000676899000001,0,0,,2022,English
WOS:000677259300001,2,2,,2022,English
WOS:000677281000001,1,1,,2023,English
WOS:000677539300001,4,4,,2021,English
WOS:000677540300001,4,4,,2021,English
WOS:000677542900001,2,2,,2022,English
WOS:000677550000001,17,17,,2022,English
WOS:000677550200001,5,6,,2022,English
WOS:000677556900001,2,2,,2022,English
WOS:000677565100001,1,1,,2022,English
WOS:000677566300001,16,17,,2021,English
WOS:000677626500001,10,10,,2021,English
WOS:000677634300001,16,16,,2022,English
WOS:000677650100001,6,6,,2021,English
WOS:000677657900001,0,0,,2022,English
WOS:000677672800001,13,13,,2021,English
WOS:000677676500001,15,15,,2021,English
WOS:000677676500002,12,13,,2021,English
WOS:000677676500003,13,13,,2021,English
WOS:000677676500004,17,18,,2021,English
WOS:000677676500005,22,23,Green Published,2021,English
WOS:000677676500006,24,24,Green Published,2021,English
WOS:000677676500007,9,9,,2021,English
WOS:000677676500008,30,34,,2021,English
WOS:000677682800001,1,1,,2022,English
WOS:000677793600001,1,1,,2022,English
WOS:000677808100001,7,7,,2022,English
WOS:000677821000001,30,31,"Green Accepted, hybrid",2021,English
WOS:000677866200001,7,7,"Green Published, Bronze",2022,English
WOS:000677867400001,0,0,hybrid,2021,English
WOS:000677905300001,25,25,,2022,English
WOS:000677991600001,11,11,,2023,English
WOS:000678024900001,13,13,,2023,English
WOS:000678104000001,11,12,,2023,English
WOS:000678133700001,49,51,,2021,English
WOS:000678153100002,11,11,gold,2021,English
WOS:000678153100003,3,3,gold,2021,English
WOS:000678153100004,12,12,gold,2021,English
WOS:000678153100005,12,12,"Green Published, gold",2021,English
WOS:000678153100006,5,5,gold,2021,English
WOS:000678153100007,23,23,"Green Submitted, gold",2021,English
WOS:000678153100008,10,10,gold,2021,English
WOS:000678153100010,12,13,gold,2021,English
WOS:000678153100011,41,42,gold,2021,English
WOS:000678156000001,7,7,gold,2021,English
WOS:000678156000002,20,20,gold,2021,English
WOS:000678156000003,19,22,gold,2021,English
WOS:000678156000004,6,6,gold,2021,English
WOS:000678156000005,2,2,gold,2021,English
WOS:000678156000006,4,4,gold,2021,English
WOS:000678156000007,25,25,gold,2021,English
WOS:000678156000008,16,16,gold,2021,English
WOS:000678156000009,29,30,gold,2021,English
WOS:000678156000010,29,29,gold,2021,English
